,timestamp,bid,ask,bid_vol,ask_vol,Volume,Price,MidPrice,Spread,SpreadCm,TickRule,ObservedPrice,VWAP,Instrument
628,2019-01-03 09:31:31.245,143.687,143.742,320,750,3718885,143.72555140186915,143.7145,0.0549999999999784,34.39499999999995,-1,143.67055140186918,144.07484788331038,Google
628,2019-01-03 09:33:11.486,144.307,144.343,100,7500,2973802,144.34252631578946,144.325,0.036000000000001364,34.89800000000045,-27,143.37052631578942,144.14480232004985,Google
628,2019-01-03 09:34:44.872,143.721,143.752,320,75,3349307,143.72688607594938,143.7365,0.03100000000000591,30.76999999999984,-33,142.70388607594919,143.94628615107382,Google
628,2019-01-03 09:36:14.788,143.147,143.202,320,380,3224417,143.17685714285713,143.1745,0.05500000000000682,31.04899999999958,13,143.89185714285722,143.44711106212324,Google
628,2019-01-03 09:37:37.339,143.087,143.133,110,7,3191172,143.08975213675214,143.11,0.04600000000002069,28.93200000000033,-11,142.5837521367519,143.06599507315298,Google
628,2019-01-03 09:39:10.964,143.327,143.371,320,7500,3121256,143.36919948849103,143.349,0.04400000000001114,29.88399999999973,27,144.55719948849134,143.31482834729425,Google
628,2019-01-03 09:40:47.779,143.848,143.902,320,18,3428812,143.85087573964498,143.875,0.053999999999973625,28.05399999999935,15,144.66087573964458,143.60663952008383,Google
628,2019-01-03 09:42:22.463,144.087,144.133,100,300,3299141,144.1215,144.11,0.04600000000002069,26.439000000000874,33,145.63950000000068,144.09796723153036,Google
628,2019-01-03 09:44:01.825,144.107,144.163,320,220,3187107,144.12981481481484,144.135,0.056000000000011596,27.500000000000227,13,144.857814814815,144.26796776496164,Google
628,2019-01-03 09:45:53.062,143.628,143.688,10800,7500,3299538,143.65259016393443,143.658,0.060000000000002274,27.595999999999577,-15,142.7525901639344,143.83533553016468,Google
628,2019-01-03 09:47:55.724,143.518,143.562,110,83,3429800,143.53692227979275,143.54000000000002,0.04400000000001114,26.917999999998983,21,144.46092227979298,143.58317485353984,Google
628,2019-01-03 09:49:57.509,143.527,143.573,110,7500,3352043,143.57233508541393,143.55,0.04600000000002069,27.58099999999996,13,144.1703350854142,143.65305386458598,Google
628,2019-01-03 09:52:05.434,143.46,143.502,320,160,3216099,143.47400000000002,143.481,0.04200000000000159,26.19099999999989,17,144.18800000000005,143.5433864995116,Google
628,2019-01-03 09:54:09.013,143.308,143.342,100,220,2975673,143.331375,143.325,0.034000000000020236,26.30800000000059,3,143.43337500000007,143.41490087012085,Google
628,2019-01-03 09:56:02.545,143.818,143.862,100,77,3166630,143.83714124293786,143.84,0.04399999999998272,24.937999999998993,-3,143.7051412429379,143.6438954219476,Google
628,2019-01-03 09:57:47.997,144.427,144.45,110,7500,3343148,144.44966754270695,144.43849999999998,0.022999999999996135,26.3149999999994,1,144.47266754270694,144.26801258533365,Google
628,2019-01-03 09:59:43.093,144.228,144.289,10300,7500,2809720,144.25370224719103,144.2585,0.06099999999997863,25.752000000000038,-19,143.09470224719144,144.24988154412736,Google
628,2019-01-03 10:01:36.200,143.778,143.812,330,340,3040893,143.79525373134328,143.79500000000002,0.034000000000020236,27.909000000000077,-9,143.4892537313431,143.9601862426683,Google
628,2019-01-03 10:03:38.208,143.861,143.892,330,75,2851888,143.86674074074074,143.8765,0.03100000000000591,26.94699999999989,-13,143.46374074074066,143.88052873898866,Google
628,2019-01-03 10:05:47.583,143.538,143.57,110,7500,2986709,143.56953745072272,143.554,0.031999999999982265,26.726999999999265,-21,142.8975374507231,143.65683219778182,Google
